year,month,headline,body,hash,region,full_text,crypto_focused,ner_co_name,company_url,name,website_url,linkedin_url,twitter_url,facebook_url,founded_year,crunchbase_url,keywords,estimated_num_employees,industries,city,state,annual_revenue,total_funding,total_funding_printed,latest_funding_round_date,latest_funding_stage,departmental_head_count
2024,February,"Full Time | Hybrid - Onsite (London, UK)

Smarkets is a betting exchange for sports and political trading that has handled over £29 billion in volume since 2010. Our company mission is to fix the betting industry with the best products and best prices.","We are currently looking for: 

DevOps Engineer (London) - https://smarkets.com/job/5397742/Junior Software Engineer - Front End (London) - https://smarkets.com/job/5399602/Senior Cloud Infrastructure Engineer (London / Remote UK) - https://smarkets.com/job/5585459/Senior Software Engineer (Malta) - https://smarkets.com/job/5532657/",-4241880460552977210,europe,"full time | hybrid - onsite (london, uk)

smarkets is a betting exchange for sports and political trading that has handled over £29 billion in volume since 2010. our company mission is to fix the betting industry with the best products and best prices.
we are currently looking for: 

devops engineer (london) - https://smarkets.com/job/5397742/junior software engineer - front end (london) - https://smarkets.com/job/5399602/senior cloud infrastructure engineer (london / remote uk) - https://smarkets.com/job/5585459/senior software engineer (malta) - https://smarkets.com/job/5532657/",True,Smarkets,smarkets.com,Pond,http://www.notion.site,http://www.linkedin.com/company/joinpond,,,2020.0,,"['nonprofit operations', 'internet', 'software', 'philanthropy', 'sustainable impact', 'fundraising', 'impact', 'nonprofit', 'technology', 'technology marketplace', 'marketplace']",21.0,"['nonprofit organization management', 'fund-raising', 'philanthropy']",New York,New York,,1215890.0,1.2M,2023-01-01T00:00:00.000+00:00,Other,"{'marketing': 1, 'engineering': 2, 'administrative': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'entrepreneurship': 0, 'support': 0, 'data_science': 0}"
2024,February,"REMOTE | Full-Time | Engineering Manager, Machine Learning Engineer, Software Engineer, Developer Advocate, Enterprise Product Manager, Technical Advisor |  https://sourcegraph.com","Sourcegraph is a code AI platform that makes it easy to read, write, and fix code–even in big, complex codebases.We are building Cody, an AI coding assistant that uses code search and code intelligence to help devs quickly understand what's happening in code and generate new code that matches the best practices in your codebase. Cody supports AI-enabled autocompletion, fixing bugs, refactoring, test generation, code explanation, and answering high-level questions. You can read Steve Yegge's (our Head of Eng - Cody) post on why Cody's code context engine differentiates it from the fast-moving field of AI dev tools: https://about.sourcegraph.com/blog/cheating-is-all-you-need.Apply here: https://grnh.se/0572f98b4us",-6375023317074688970,unknown,"remote | full-time | engineering manager, machine learning engineer, software engineer, developer advocate, enterprise product manager, technical advisor |  https://sourcegraph.com
sourcegraph is a code ai platform that makes it easy to read, write, and fix code–even in big, complex codebases.we are building cody, an ai coding assistant that uses code search and code intelligence to help devs quickly understand what's happening in code and generate new code that matches the best practices in your codebase. cody supports ai-enabled autocompletion, fixing bugs, refactoring, test generation, code explanation, and answering high-level questions. you can read steve yegge's (our head of eng - cody) post on why cody's code context engine differentiates it from the fast-moving field of ai dev tools: https://about.sourcegraph.com/blog/cheating-is-all-you-need.apply here: https://grnh.se/0572f98b4us",False,Sourcegraph,sourcegraph.com,Jitter,http://www.jitter.video,http://www.linkedin.com/company/jittervideo,https://twitter.com/jittervideo/,,2020.0,,"['social media', 'video creation', 'video content', 'motion graphics', 'animation', 'design', 'ux design']",19.0,['design'],Paris,Île-de-France,,,,,,"{'entrepreneurship': 4, 'administrative': 1, 'engineering': 6, 'arts_and_design': 1, 'information_technology': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'marketing': 0, 'human_resources': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'media_and_commmunication': 0, 'support': 0, 'data_science': 0}"
2024,February,Senior Backend Engineer | Stockholm/Gothenburg/Amsterdam | Full-time,"At Juni, we help e-commerce companies improve their profitability with business accounts and cards, fast and flexible financing, and powerful integrations.As a Senior Backend Engineer, you'll play a pivotal role in developing cutting-edge spend management solutions. Your work will directly impact our mission to redefine e-commerce banking.We value expertise in fintech/banking/accounting, a collaborative mindset and passion for innovation.If you want to be part of building the neobank for e-commerce, apply to the role here: https://www.juni.co/careers?ashby_jid=0201b608-7922-4c39-8b1... or contact me on LinkedIn: https://www.linkedin.com/in/aorsedal/",-5553737637454229129,europe,"senior backend engineer | stockholm/gothenburg/amsterdam | full-time
at juni, we help e-commerce companies improve their profitability with business accounts and cards, fast and flexible financing, and powerful integrations.as a senior backend engineer, you'll play a pivotal role in developing cutting-edge spend management solutions. your work will directly impact our mission to redefine e-commerce banking.we value expertise in fintech/banking/accounting, a collaborative mindset and passion for innovation.if you want to be part of building the neobank for e-commerce, apply to the role here: https://www.juni.co/careers?ashby_jid=0201b608-7922-4c39-8b1... or contact me on linkedin: https://www.linkedin.com/in/aorsedal/",False,Juni,juni.co,Community Phone,http://www.communityphone.org,http://www.linkedin.com/company/community-phone,https://twitter.com/CommunityPhone,,2018.0,,"['tech support', 'customer support', 'phone plans', 'cellphone support', 'customer service']",82.0,['telecommunications'],San Francisco,California,,150000.0,150K,2019-03-15T00:00:00.000+00:00,Other,"{'human_resources': 2, 'support': 7, 'engineering': 5, 'sales': 18, 'operations': 3, 'marketing': 3, 'arts_and_design': 1, 'business_development': 1, 'entrepreneurship': 1, 'consulting': 5, 'education': 1, 'product_management': 1, 'accounting': 0, 'finance': 0, 'information_technology': 0, 'legal': 0, 'administrative': 0, 'media_and_commmunication': 0, 'data_science': 0}"
2024,February,"London, UK | Onsite or Hybrid (UK based) | VISA",We have built a best in class B2C app for public transportation since 2010 which works in over 400 cities around the world. In March 2023 we joined Via to continue our mission to making cities usable. https://citymapper.com/news/2582/citymapper-joins-viaWe are expanding our team and product offering and are looking for engineers to join: https://citymapper.com/jobsAt the moment we are looking for an experienced backend engineer to join the mostly London based team to help us scale the platform to even more users and also develop new capabilities of our app. https://boards.greenhouse.io/via/jobs/7048191002Any questions you can also send to me directly: marius dot schatke at ridewithvia dot com,6623772400633831294,europe,"london, uk | onsite or hybrid (uk based) | visa
we have built a best in class b2c app for public transportation since 2010 which works in over 400 cities around the world. in march 2023 we joined via to continue our mission to making cities usable. https://citymapper.com/news/2582/citymapper-joins-viawe are expanding our team and product offering and are looking for engineers to join: https://citymapper.com/jobsat the moment we are looking for an experienced backend engineer to join the mostly london based team to help us scale the platform to even more users and also develop new capabilities of our app. https://boards.greenhouse.io/via/jobs/7048191002any questions you can also send to me directly: marius dot schatke at ridewithvia dot com",False,Via,citymapper.com,Octoscreen,http://www.octoscreen.de,http://www.linkedin.com/company/octoscreen,,,,,[],7.0,[],Munich,Bavaria,,,,,,"{'marketing': 1, 'support': 1, 'engineering': 1, 'information_technology': 1, 'entrepreneurship': 2, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'human_resources': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'data_science': 0}"
2024,February,"Machine Learning Engineer, Data Engineer | Python, TensorFlow, PyTorch, GCP, AWS, Azure | Full-time | Amsterdam, Berlin, Ghent (EU) On-site/hybrid","We are a Machine Learning consulting company that builds end-to-end Machine Learning solutions. By applying the latest AI research, we keep our clients at the forefront of innovation.If you are interested check out: https://www.ml6.eu/resources/resource-library and https://www.ml6.eu/client-casesWork on innovative projects for the biggest clients across Europe such as Randstad, ASML, FUNKE, and many more! Whether it’s about leveraging LLMs to improve customer support, building data lakes on cloud platforms to improve storage or implementing models using sensor data for quality control. You can find it all at ML6.You will mostly work with Python and a range of ML frameworks such as TensorFlow, PyTorch, or HuggingFace Transformers to solve hard Machine Learning tasks and help bring these application into production by building data pipelines and cloud infrastructure on all of the major cloud providers (GCP, AWS, Azure).We are looking for:• (Senior) Data Engineer• (Senior) Software Engineer• (Senior) Machine Learning Engineer• Alliance Manager – Azure• AI Client Executive• AI Client Partner• AI Project Manager• Talent PartnerApply at: https://ml6.eu/join-us",3387359153546397751,europe,"machine learning engineer, data engineer | python, tensorflow, pytorch, gcp, aws, azure | full-time | amsterdam, berlin, ghent (eu) on-site/hybrid
we are a machine learning consulting company that builds end-to-end machine learning solutions. by applying the latest ai research, we keep our clients at the forefront of innovation.if you are interested check out: https://www.ml6.eu/resources/resource-library and https://www.ml6.eu/client-caseswork on innovative projects for the biggest clients across europe such as randstad, asml, funke, and many more! whether it’s about leveraging llms to improve customer support, building data lakes on cloud platforms to improve storage or implementing models using sensor data for quality control. you can find it all at ml6.you will mostly work with python and a range of ml frameworks such as tensorflow, pytorch, or huggingface transformers to solve hard machine learning tasks and help bring these application into production by building data pipelines and cloud infrastructure on all of the major cloud providers (gcp, aws, azure).we are looking for:• (senior) data engineer• (senior) software engineer• (senior) machine learning engineer• alliance manager – azure• ai client executive• ai client partner• ai project manager• talent partnerapply at: https://ml6.eu/join-us",False,ML6,ml6.eu,Ágora Investimentos,http://www.bit.ly,http://www.linkedin.com/company/agorainvestimentos,https://twitter.com/bitly,https://facebook.com/bitly,1993.0,,"['saas', 'sales & marketing', 'analytics', 'brand marketing', 'information technology', 'sales and marketing', 'enterprise software', 'software', 'bolsa de valores', 'bm', 'f', 'fundos de investimento', 'tesouro direto', 'investimentos', 'b3', 'plataforma de investimentos', 'casa de investimentos', 'renda fixa', 'painel do trader', 'mercado financeiro', 'home broker', 'acoes', 'renda variavel', 'coe', 'assessoria', 'especialistas de investimento', 'assessoria de investimentos', 'planejamento financeiro', 'financas', 'analises e recomendacoes', 'recomendacoes de investimentos', 'derivativos', 'mesa de operacoes']",530.0,['financial services'],São Paulo,State of São Paulo,1400000000.0,87318289.0,87.3M,2017-07-01T00:00:00.000+00:00,Other,"{'sales': 61, 'business_development': 2, 'marketing': 12, 'finance': 2, 'data_science': 2, 'accounting': 0, 'operations': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'engineering': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'entrepreneurship': 0, 'support': 0}"
2024,February,"India, Portugal | Full Time | Remote

SingleStoreDB is a database focused on high performance and hybrid workloads (HTAP). Our customers include half of the top 10 US banks, 2 of the top 3 US telcos, and 12% of the Fortune 100.","Our product is a distributed, relational database that handles both transactions and real-time analytics at scale. Querying is done through standard SQL drivers and syntax, leveraging a broad ecosystem of drivers and applications.We have been building SingleStore since 2011, and building a database-as-a-service product involves a bunch of interesting technical challenges such as: * Compilers and code generation* Distributed computing and fault tolerance* UI and User Experience* Integrations with connectors and third-party tools (e.g., Business Intelligence tools like Tableau)* Infrastructure that scales to dozens of thousands of database clusters across GCP, Azure and AWSWe have the following positions open:* Partner Integration Engineer (Portugal, India)* Software Engineer, Managed Services (Portugal, India)Careers page with individual links for each open position: https://www.singlestore.com/careers/jobs/.If you want to learn more about the engineering work we do, check out https://www.singlestore.com/blog/category/engineering/.Feel free to email me directly via david at singlestore dot com.",-6905455360455216199,europe,"india, portugal | full time | remote

singlestoredb is a database focused on high performance and hybrid workloads (htap). our customers include half of the top 10 us banks, 2 of the top 3 us telcos, and 12% of the fortune 100.
our product is a distributed, relational database that handles both transactions and real-time analytics at scale. querying is done through standard sql drivers and syntax, leveraging a broad ecosystem of drivers and applications.we have been building singlestore since 2011, and building a database-as-a-service product involves a bunch of interesting technical challenges such as: * compilers and code generation* distributed computing and fault tolerance* ui and user experience* integrations with connectors and third-party tools (e.g., business intelligence tools like tableau)* infrastructure that scales to dozens of thousands of database clusters across gcp, azure and awswe have the following positions open:* partner integration engineer (portugal, india)* software engineer, managed services (portugal, india)careers page with individual links for each open position: https://www.singlestore.com/careers/jobs/.if you want to learn more about the engineering work we do, check out https://www.singlestore.com/blog/category/engineering/.feel free to email me directly via david at singlestore dot com.",False,SingleStoreDB,singlestore.com,Tomoro,http://www.tomoro.ai,http://www.linkedin.com/company/tomoro-ai,,,2023.0,,[],10.0,['professional training & coaching'],London,England,,,,,,"{'entrepreneurship': 8, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'marketing': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'engineering': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'support': 0, 'data_science': 0}"
2024,February,Frontend Engineer |  Berlin | ONSITE | full-time | no visa sponsorship,"As Germany’s leading donation platform, we bring 45,000 NGOs together with the people who help them turn their projects into reality, through their donations.Do you want to have an impact? Help real people instead of shareholders? Create your own space instead of having it designed for you? If yes, we might just be the place for you!Stack: React, Next.js, and TypeScriptDo you have 4+ years of experience solving real user problems in a professional environment and have worked successfully in cross-functional teams?Find the full job description and application form here: https://www.betterplace.org/c/stellen/frontendengineer",849055170011210216,europe,"frontend engineer |  berlin | onsite | full-time | no visa sponsorship
as germany’s leading donation platform, we bring 45,000 ngos together with the people who help them turn their projects into reality, through their donations.do you want to have an impact? help real people instead of shareholders? create your own space instead of having it designed for you? if yes, we might just be the place for you!stack: react, next.js, and typescriptdo you have 4+ years of experience solving real user problems in a professional environment and have worked successfully in cross-functional teams?find the full job description and application form here: https://www.betterplace.org/c/stellen/frontendengineer",False,betterplace.org,betterplace.org,Vimeo,http://www.vimeo.com,http://www.linkedin.com/company/vimeo,https://twitter.com/Vimeo/,https://facebook.com/Vimeo/,2004.0,,"['video hosting', 'livestreaming', 'ott']",1400.0,['information technology & services'],New York,New York,417230000.0,,,,,"{'information_technology': 16, 'engineering': 308, 'sales': 145, 'support': 120, 'marketing': 39, 'operations': 42, 'finance': 18, 'human_resources': 28, 'business_development': 16, 'education': 33, 'data_science': 23, 'arts_and_design': 32, 'accounting': 16, 'product_management': 25, 'consulting': 3, 'media_and_commmunication': 11, 'legal': 5, 'administrative': 1, 'entrepreneurship': 4}"
2024,February,"Engineering (multiple roles) | Full-Time | HYBRID (London, UK) |  http://climatealigned.co","https://tinyurl.com/ClimateAlignedCareers--We're a small team of repeat founders and seasoned operators on a big mission to simplify planet-positive investing and put power in the hands of impact investors at a scale never seen before. The next generation of tools we are building use AI to interact with the world of sustainability data (large language models like ChatGPT). This is a highly specialist crew with a decade or more of relevant experience in the domains of machine learning and climate finance.Some of the companies we started, (e.g. Secondmind), scaled to 100+ people and millions in revenue, published extensively in key academic journals in machine learning, and won national awards. We also have extensive industry networks, published works, and numerous advisory and working group seats in climate and sustainable finance.We're looking for people to play a foundational role on this big mission:- Senior Backend Engineer (Python)- (Research) ML Engineer (LLMs)- Mid level fullstack Engineer- Others (opportunistic)We have raised our pre-seed round from top European climate-focused investors (Pale Blue Dot & Frontline Ventures) and we just did a private product launch at COP28 in December. We've always built high-performing teams where everyone is excited to come to work for the team and to make an impact on the mission. Further details are available on our Notion job page (link at the start) and our website!I'm the CEO and co-founder — if interested, drop me an email (aleksi@) or email our jobs email (jobs@). It'll come to me either way! :)",-4204111032207064479,europe,"engineering (multiple roles) | full-time | hybrid (london, uk) |  http://climatealigned.co
https://tinyurl.com/climatealignedcareers--we're a small team of repeat founders and seasoned operators on a big mission to simplify planet-positive investing and put power in the hands of impact investors at a scale never seen before. the next generation of tools we are building use ai to interact with the world of sustainability data (large language models like chatgpt). this is a highly specialist crew with a decade or more of relevant experience in the domains of machine learning and climate finance.some of the companies we started, (e.g. secondmind), scaled to 100+ people and millions in revenue, published extensively in key academic journals in machine learning, and won national awards. we also have extensive industry networks, published works, and numerous advisory and working group seats in climate and sustainable finance.we're looking for people to play a foundational role on this big mission:- senior backend engineer (python)- (research) ml engineer (llms)- mid level fullstack engineer- others (opportunistic)we have raised our pre-seed round from top european climate-focused investors (pale blue dot & frontline ventures) and we just did a private product launch at cop28 in december. we've always built high-performing teams where everyone is excited to come to work for the team and to make an impact on the mission. further details are available on our notion job page (link at the start) and our website!i'm the ceo and co-founder — if interested, drop me an email (aleksi@) or email our jobs email (jobs@). it'll come to me either way! :)",False,ClimateAligned,climatealigned.co,Matterhorn Studio,http://www.matterhorn.studio,http://www.linkedin.com/company/matterhornstudio,,,,,[],3.0,['research'],,,,,,,,"{'engineering': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'marketing': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'entrepreneurship': 0, 'support': 0, 'data_science': 0}"
2024,February,NY (Hybrid) or REMOTE | We are looking for various Full-time roles:,"- Founding Machine Learning Engineer 

- Backend Software Engineer (Platforms) 

- Senior Quantitative Research ScientistRead the JD and apply here: https://comity.notion.site/Join-our-team-ebb8996c12394e54996...We’re on a mission to improve the reliability, transparency, and efficiency of our energy systems, fostering a future with sustainable and abundant energy. We are leveraging statistical learning and convex optimization methods to build the financial rails of our future energy systems that will accelerate the deployment of clean energy resources.",-4493607594953900062,unknown,"ny (hybrid) or remote | we are looking for various full-time roles:
- founding machine learning engineer 

- backend software engineer (platforms) 

- senior quantitative research scientistread the jd and apply here: https://comity.notion.site/join-our-team-ebb8996c12394e54996...we’re on a mission to improve the reliability, transparency, and efficiency of our energy systems, fostering a future with sustainable and abundant energy. we are leveraging statistical learning and convex optimization methods to build the financial rails of our future energy systems that will accelerate the deployment of clean energy resources.",False,Comity Inc,notion.site,"Opus Logica, Inc.",http://www.opuslogica.com,http://www.linkedin.com/company/opus-logica-inc-,https://twitter.com/opuslogica,https://facebook.com/pages/Opus-Logica-Inc/243901329088027,2013.0,,"['mobile', 'startups', 'information technology', 'ux design', 'artificial intelligence', 'software development', 'web development', 'ui design', 'ux research', 'front end development', 'back end development']",11.0,"['information technology & services', 'internet']",Santa Barbara,California,354000.0,,,,,"{'operations': 1, 'engineering': 2, 'marketing': 1, 'arts_and_design': 1, 'accounting': 0, 'sales': 0, 'finance': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'entrepreneurship': 0, 'support': 0, 'data_science': 0}"
2024,February,REMOTE | Full-Time | Competitive Salary + Equity | Hiring: AI Engineer,"- We believe the future of writing is AI & human collaboration. Sudowrite is the best AI for creative writers.- We are profitable and rapidly growing (10x growth in 2023).- We've been featured in The New York Times, New Yorker, Verge, etc.- We believe new tools will enable a renaissance in art & creativity and we want to help the next generation of storytellers tell better stories.Wanted: AI Engineers (who also write!)- We’re 100% remote and support work-life balance. We meet up in person a few times of year, last time in Hawaii. We encourage diverse candidates from all over the world to apply.- Details: https://sudowrite.notion.site/We-re-hiring-engineers-to-make...",4146553304828021548,unknown,"remote | full-time | competitive salary + equity | hiring: ai engineer
- we believe the future of writing is ai & human collaboration. sudowrite is the best ai for creative writers.- we are profitable and rapidly growing (10x growth in 2023).- we've been featured in the new york times, new yorker, verge, etc.- we believe new tools will enable a renaissance in art & creativity and we want to help the next generation of storytellers tell better stories.wanted: ai engineers (who also write!)- we’re 100% remote and support work-life balance. we meet up in person a few times of year, last time in hawaii. we encourage diverse candidates from all over the world to apply.- details: https://sudowrite.notion.site/we-re-hiring-engineers-to-make...",False,Sudowrite,notion.site,ChartMogul,http://www.chartmogul.com,http://www.linkedin.com/company/chartmogul,https://twitter.com/chartmogul,https://facebook.com/chartmogul,2014.0,,"['e-commerce', 'saas', 'digital media', 'subscription businesses', 'consumer internet', 'enterprise software', 'internet', 'software', 'information technology', 'analytics', 'subscription analytics', 'business intelligence', 'revenue analytics', 'revenue recognition']",71.0,"['information technology & services', 'computer software', 'internet']",Berlin,Berlin,3300000.0,3700000.0,3.7M,2017-11-06T00:00:00.000+00:00,Seed,"{'engineering': 34, 'sales': 4, 'support': 5, 'marketing': 6, 'product_management': 4, 'data_science': 2, 'media_and_commmunication': 1, 'operations': 4, 'entrepreneurship': 1, 'finance': 2, 'human_resources': 1, 'legal': 1, 'accounting': 0, 'information_technology': 0, 'business_development': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'arts_and_design': 0}"
2024,February,Senior Full-Stack Engineer | REMOTE (EU timezone) and ONSITE (Paris),"Jitter is a fast, simple, and collaborative motion design tool on the web. We help designers create high-quality animations for communication materials, videos, apps, and websites easily, while collaborating with all the stakeholders involved in the creative process: teammates, clients, marketers, engineers…2023 Design tool of the year on Product Hunt: https://www.producthunt.com/golden-kitty-awards/hall-of-fame...Job desc & apply here: https://go.jitter.video/7RN22P",-4257626937666310652,europe,"senior full-stack engineer | remote (eu timezone) and onsite (paris)
jitter is a fast, simple, and collaborative motion design tool on the web. we help designers create high-quality animations for communication materials, videos, apps, and websites easily, while collaborating with all the stakeholders involved in the creative process: teammates, clients, marketers, engineers…2023 design tool of the year on product hunt: https://www.producthunt.com/golden-kitty-awards/hall-of-fame...job desc & apply here: https://go.jitter.video/7rn22p",False,Jitter,jitter.video,Railway,http://www.railway.app,http://www.linkedin.com/company/railwayapp,https://twitter.com/railway_app,,2020.0,,[],3000.0,['information technology & services'],San Francisco,California,1000000.0,24000000.0,24M,2022-05-01T00:00:00.000+00:00,Series A,"{'engineering': 15, 'arts_and_design': 1, 'marketing': 1, 'operations': 3, 'information_technology': 1, 'administrative': 1, 'human_resources': 1, 'finance': 1, 'accounting': 0, 'sales': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'media_and_commmunication': 0, 'entrepreneurship': 0, 'support': 0, 'data_science': 0}"
2024,February,Backend engineer | Remote (EU) | Full-time |  https://www.octoscreen.de,"Octoscreen is helping clients to monitor locations and important information.

We ingest a lot of data from various sources and display the most important information for our clients.We are looking for an Elixir developer who is also a generalist and can work with a diverse set of technologies.

The ideal candidate is someone who is following tech trends in the industry, keeps his/her knowledge up to date and is proactive in improving the product.We don't do agile or any strict process. We focus on the product and the customer.

Small dev team (<5 people).Tech stack: Elixir, Phoenix LiveView, PostgreSQL, Docker, Linux.EU only. Remote or office (Munich, Germany).Contact: barna at octoscreen.de",-1553996777659214075,unknown,"backend engineer | remote (eu) | full-time |  https://www.octoscreen.de
octoscreen is helping clients to monitor locations and important information.

we ingest a lot of data from various sources and display the most important information for our clients.we are looking for an elixir developer who is also a generalist and can work with a diverse set of technologies.

the ideal candidate is someone who is following tech trends in the industry, keeps his/her knowledge up to date and is proactive in improving the product.we don't do agile or any strict process. we focus on the product and the customer.

small dev team (<5 people).tech stack: elixir, phoenix liveview, postgresql, docker, linux.eu only. remote or office (munich, germany).contact: barna at octoscreen.de",False,Octoscreen,octoscreen.de,Consensus,http://www.consensus.app,http://www.linkedin.com/company/consensus-nlp,https://twitter.com/ConsensusNLP,,2021.0,,[],17.0,['information technology & services'],Boston,Massachusetts,2500000.0,7392270.0,7.4M,2023-06-01T00:00:00.000+00:00,Other,"{'engineering': 4, 'entrepreneurship': 2, 'data_science': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'marketing': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'support': 0}"
2024,February,"Software Engineer all levels | Full time | Remote & Hybrid On-site | Portugal, UK","Viator connects suppliers to travelers, creating the world's largest platform for travel experiences.We are growing fast and have many positions to fill in Portugal and the UK.  We are looking for engineers at all levels for full-stack, backend and data teams.  Roles in Portugal require you to be in the office in Lisbon part time.  UK roles can be part time in an office in London or Oxford or fully remote. For the remote roles you still need to be based somewhere in the UK.The full list of open roles is here: https://bit.ly/viator-jobs",9219594794300866304,europe,"software engineer all levels | full time | remote & hybrid on-site | portugal, uk
viator connects suppliers to travelers, creating the world's largest platform for travel experiences.we are growing fast and have many positions to fill in portugal and the uk.  we are looking for engineers at all levels for full-stack, backend and data teams.  roles in portugal require you to be in the office in lisbon part time.  uk roles can be part time in an office in london or oxford or fully remote. for the remote roles you still need to be based somewhere in the uk.the full list of open roles is here: https://bit.ly/viator-jobs",False,Viator,bit.ly,Zoox,http://www.zoox.com,http://www.linkedin.com/company/zoox-inc,https://twitter.com/zoox,https://facebook.com/zooxlife/,2014.0,,"['artificial intelligence', 'automotive', 'robotics', 'ride sharing', 'information technology', 'deep information technology', 'autonomous mobility', 'selfdriving cars', 'vehicle development', 'computer vision', 'machine learning', 'simulation', 'motion planning', 'electric vehicles', 'lidar', 'sensors']",3000.0,['automotive'],Foster City,California,100000000.0,1205000000.0,1.2B,2019-10-22T00:00:00.000+00:00,Convertible Note,"{'information_technology': 125, 'engineering': 1400, 'education': 7, 'operations': 114, 'human_resources': 76, 'data_science': 30, 'arts_and_design': 19, 'media_and_commmunication': 12, 'business_development': 20, 'support': 13, 'product_management': 18, 'administrative': 9, 'marketing': 6, 'consulting': 6, 'finance': 13, 'legal': 10, 'entrepreneurship': 3, 'sales': 3, 'accounting': 6}"
2024,February,Software Engineer | Full Time| United States/London/Singapore/Jakarta | Global Hiring VISA SPONSORSHIP,"I am a software engineer from TikTok, a short video product company you might already know. I am trying to make extra money by referring talents who are looking and don't mind to join ByteDance. Now there is a lot of head count and a very good change to have a try.  

Free free to reach me for any consultant.https://www.notion.so/TikTok-Software-Engineer-Job-32afd492f...",6064162503959833990,europe,"software engineer | full time| united states/london/singapore/jakarta | global hiring visa sponsorship
i am a software engineer from tiktok, a short video product company you might already know. i am trying to make extra money by referring talents who are looking and don't mind to join bytedance. now there is a lot of head count and a very good change to have a try.  

free free to reach me for any consultant.https://www.notion.so/tiktok-software-engineer-job-32afd492f...",False,TikTok,notion.so,PlantingSpace,http://www.planting.space,http://www.linkedin.com/company/plantingspace,,,2021.0,,[],27.0,['information technology & services'],Zug,Canton of Zug,,,,,,"{'engineering': 14, 'entrepreneurship': 3, 'human_resources': 1, 'operations': 1, 'finance': 1, 'accounting': 0, 'sales': 0, 'marketing': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'support': 0, 'data_science': 0}"
2024,February,"Full Time | Hybrid - Onsite (London, UK)","Tomoro enables organisations to realise competitive advantage with the power of Generative AI. We work with large corporate clients to create meaningful AI strategies, build production-ready AI solutions and effectively integrate those solutions in their businesses.Everyone in Tomoro shares the passion for AI technology and its power for good and we are looking for people who believe in that mission to join us on our journey.We are currently looking for:AI Engineer - London - https://tomoro.ai/careers",-8484679446568803461,europe,"full time | hybrid - onsite (london, uk)
tomoro enables organisations to realise competitive advantage with the power of generative ai. we work with large corporate clients to create meaningful ai strategies, build production-ready ai solutions and effectively integrate those solutions in their businesses.everyone in tomoro shares the passion for ai technology and its power for good and we are looking for people who believe in that mission to join us on our journey.we are currently looking for:ai engineer - london - https://tomoro.ai/careers",False,Tomoro,tomoro.ai,Snowflake,http://www.snowflake.com,http://www.linkedin.com/company/snowflake-computing,https://twitter.com/SnowflakeDB,https://facebook.com/snowflakedb/,2012.0,,"['data warehousing', 'cloud', 'analytics', 'data lake', 'marketing analytics', 'data applications', 'data engineering', 'data science', 'data exchange']",7900.0,['information technology & services'],,Kansas,2444000000.0,,,,,"{'sales': 1492, 'engineering': 1862, 'education': 235, 'support': 162, 'data_science': 107, 'marketing': 223, 'administrative': 7, 'finance': 129, 'operations': 128, 'information_technology': 96, 'product_management': 88, 'legal': 50, 'business_development': 114, 'media_and_commmunication': 49, 'human_resources': 133, 'entrepreneurship': 8, 'arts_and_design': 26, 'accounting': 33, 'consulting': 43}"
